,inflation_yoy,inflation_impulse,unemployment_rate,credit_spread_level,credit_spread_3m_change,real_fed_funds,vix_1m_change,vix_term_structure,equity_momentum_3m,equity_vol_3m,equity_drawdown_from_high
equity,0.1590798528331689,0.21260350208833173,-0.3717724646774058,-0.09041392292476035,0.17761438936659577,-0.33062363114783444,-0.16779762376856353,0.1630158248109677,-0.13934274849772205,-0.2890938283193275,0.22828288694183346
